sample_id,dataset,relation,topic,profile,direct_disagreement,logic_or_evidence_challenge,counter_claim,targeted_response,agreement_or_neutral,C
4F-REPLY-078,4Forums,reply,gay_marriage,P0,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
4F-REPLY-078,4Forums,reply,gay_marriage,P1,0.9,0.85,0.9,0.95,0.05,0.895
4F-REPLY-078,4Forums,reply,gay_marriage,P2,0.95,0.9,0.95,0.95,0.0,0.9399999999999998
4F-REPLY-079,4Forums,reply,gay_marriage,P0,0.8,0.85,0.5,0.8,0.15,0.76
4F-REPLY-079,4Forums,reply,gay_marriage,P1,0.4,0.65,0.4,0.3,0.2,0.5050000000000001
4F-REPLY-079,4Forums,reply,gay_marriage,P2,0.85,0.9,0.75,0.8,0.05,0.8500000000000001
4F-REPLY-080,4Forums,reply,gay_marriage,P0,0.7,0.9,0.85,0.95,0.1,0.835
4F-REPLY-080,4Forums,reply,gay_marriage,P1,0.75,0.9,0.85,0.95,0.05,0.855
4F-REPLY-080,4Forums,reply,gay_marriage,P2,0.85,0.95,0.9,0.95,0.05,0.91
4F-REPLY-081,4Forums,reply,gay_marriage,P0,0.85,0.8,0.8,0.95,0.1,0.84
4F-REPLY-081,4Forums,reply,gay_marriage,P1,0.65,0.7,0.7,0.95,0.15,0.725
4F-REPLY-081,4Forums,reply,gay_marriage,P2,0.7,0.6,0.7,0.9,0.1,0.71
4F-REPLY-082,4Forums,reply,gay_marriage,P0,0.05,0.02,0.05,0.7,0.85,0.11599999999999999
4F-REPLY-082,4Forums,reply,gay_marriage,P1,0.45,0.15,0.45,0.85,0.2,0.43500000000000005
4F-REPLY-082,4Forums,reply,gay_marriage,P2,0.3,0.0,0.2,0.6,0.1,0.28
4F-REPLY-083,4Forums,reply,gay_marriage,P0,0.0,0.0,0.0,0.1,0.9,0.02
4F-REPLY-083,4Forums,reply,gay_marriage,P1,0.05,0.0,0.0,0.15,0.85,0.045
4F-REPLY-083,4Forums,reply,gay_marriage,P2,0.0,0.0,0.0,0.1,0.7,0.04000000000000001
4F-REPLY-084,4Forums,reply,gay_marriage,P0,0.1,0.05,0.15,0.35,0.8,0.12999999999999998
4F-REPLY-084,4Forums,reply,gay_marriage,P1,0.1,0.0,0.15,0.45,0.6,0.14500000000000002
4F-REPLY-084,4Forums,reply,gay_marriage,P2,0.0,0.0,0.1,0.2,0.6,0.08000000000000002
4F-REPLY-085,4Forums,reply,gay_marriage,P0,0.95,0.85,0.9,1.0,0.05,0.915
4F-REPLY-085,4Forums,reply,gay_marriage,P1,0.9,0.85,0.9,1.0,0.1,0.895
4F-REPLY-085,4Forums,reply,gay_marriage,P2,0.8,0.7,0.9,1.0,0.0,0.83
4F-REPLY-086,4Forums,reply,gun_control,P0,0.1,0.05,0.3,0.5,0.7,0.185
4F-REPLY-086,4Forums,reply,gun_control,P1,0.2,0.1,0.4,0.45,0.5,0.265
4F-REPLY-086,4Forums,reply,gun_control,P2,0.2,0.0,0.3,0.3,0.5,0.2
4F-REPLY-087,4Forums,reply,gun_control,P0,0.05,0.1,0.15,0.4,0.8,0.135
4F-REPLY-087,4Forums,reply,gun_control,P1,0.2,0.35,0.35,0.7,0.55,0.35
4F-REPLY-087,4Forums,reply,gun_control,P2,0.1,0.1,0.2,0.5,0.7,0.18000000000000002
4F-REPLY-088,4Forums,reply,gun_control,P0,0.5,0.4,0.8,0.9,0.15,0.605
4F-REPLY-088,4Forums,reply,gun_control,P1,0.55,0.65,0.7,0.9,0.1,0.6799999999999999
4F-REPLY-088,4Forums,reply,gun_control,P2,0.5,0.6,0.7,0.9,0.1,0.6499999999999999
4F-REPLY-089,4Forums,reply,gun_control,P0,0.1,0.05,0.05,0.55,0.65,0.14500000000000002
4F-REPLY-089,4Forums,reply,gun_control,P1,0.0,0.0,0.0,0.4,0.7,0.07
4F-REPLY-089,4Forums,reply,gun_control,P2,0.1,0.0,0.0,0.7,0.5,0.15
4F-REPLY-090,4Forums,reply,gun_control,P0,0.4,0.25,0.65,0.2,0.3,0.41500000000000004
4F-REPLY-090,4Forums,reply,gun_control,P1,0.5,0.4,0.7,0.2,0.1,0.52
4F-REPLY-090,4Forums,reply,gun_control,P2,0.4,0.6,0.7,0.5,0.1,0.58
4F-REPLY-091,4Forums,reply,gun_control,P0,0.05,0.05,0.1,0.05,0.85,0.07
4F-REPLY-091,4Forums,reply,gun_control,P1,0.2,0.3,0.5,0.2,0.2,0.35000000000000003
4F-REPLY-091,4Forums,reply,gun_control,P2,0.8,0.8,0.8,0.8,0.05,0.815
4F-REPLY-092,4Forums,reply,gun_control,P0,0.85,0.5,0.85,0.9,0.1,0.755
4F-REPLY-092,4Forums,reply,gun_control,P1,0.7,0.4,0.8,0.9,0.1,0.6699999999999999
4F-REPLY-092,4Forums,reply,gun_control,P2,0.9,0.3,0.9,0.9,0.0,0.73
4F-REPLY-093,4Forums,reply,gun_control,P0,0.0,0.0,0.0,0.05,0.8,0.024999999999999998
4F-REPLY-093,4Forums,reply,gun_control,P1,0.0,0.0,0.0,0.2,0.9,0.030000000000000002
4F-REPLY-093,4Forums,reply,gun_control,P2,0.0,0.0,0.0,0.1,0.9,0.02
4F-REPLY-094,4Forums,reply,gun_control,P0,0.95,0.9,0.85,0.95,0.05,0.9149999999999999
4F-REPLY-094,4Forums,reply,gun_control,P1,0.9,0.9,0.7,0.9,0.0,0.87
4F-REPLY-094,4Forums,reply,gun_control,P2,0.9,0.9,0.7,0.95,0.0,0.875
4F-REPLY-095,4Forums,reply,gun_control,P0,0.2,0.1,0.35,0.25,0.55,0.22999999999999998
4F-REPLY-095,4Forums,reply,gun_control,P1,0.4,0.1,0.6,0.3,0.2,0.38000000000000006
4F-REPLY-095,4Forums,reply,gun_control,P2,0.2,0.0,0.6,0.5,0.4,0.29
4F-REPLY-096,4Forums,reply,gun_control,P0,0.0,0.05,0.0,0.9,0.85,0.12000000000000001
4F-REPLY-096,4Forums,reply,gun_control,P1,0.0,0.0,0.0,0.9,0.8,0.11000000000000001
4F-REPLY-096,4Forums,reply,gun_control,P2,0.0,0.0,0.0,0.9,0.9,0.1
4F-REPLY-097,4Forums,reply,gun_control,P0,0.62,0.25,0.65,0.65,0.2,0.536
4F-REPLY-097,4Forums,reply,gun_control,P1,0.6,0.4,0.6,0.8,0.2,0.5800000000000001
4F-REPLY-097,4Forums,reply,gun_control,P2,0.6,0.25,0.7,0.9,0.1,0.5750000000000001
4F-REPLY-098,4Forums,reply,gun_control,P0,0.65,0.5,0.85,0.78,0.12,0.6809999999999999
4F-REPLY-098,4Forums,reply,gun_control,P1,0.85,0.8,0.85,0.9,0.1,0.845
4F-REPLY-098,4Forums,reply,gun_control,P2,0.7,0.5,0.8,0.7,0.1,0.6799999999999999
4F-REPLY-099,4Forums,reply,gun_control,P0,0.1,0.1,0.12,0.82,0.85,0.181
4F-REPLY-099,4Forums,reply,gun_control,P1,0.15,0.25,0.1,0.85,0.8,0.24500000000000002
4F-REPLY-099,4Forums,reply,gun_control,P2,0.15,0.3,0.2,0.8,0.8,0.275
4F-REPLY-100,4Forums,reply,gun_control,P0,0.55,0.15,0.7,0.85,0.2,0.515
4F-REPLY-100,4Forums,reply,gun_control,P1,0.35,0.05,0.5,0.9,0.2,0.39
4F-REPLY-100,4Forums,reply,gun_control,P2,0.55,0.3,0.7,0.9,0.1,0.5750000000000001
CD-REPLY-001,CreateDebate,reply,abortion,P0,0.3,0.15,0.65,0.8,0.55,0.39
CD-REPLY-001,CreateDebate,reply,abortion,P1,0.5,0.55,0.6,0.85,0.7,0.55
CD-REPLY-001,CreateDebate,reply,abortion,P2,0.5,0.5,0.7,0.9,0.75,0.5549999999999999
CD-REPLY-002,CreateDebate,reply,abortion,P0,0.7,0.75,0.85,0.45,0.1,0.74
CD-REPLY-002,CreateDebate,reply,abortion,P1,0.7,0.65,0.75,0.55,0.15,0.6950000000000001
CD-REPLY-002,CreateDebate,reply,abortion,P2,0.9,0.7,0.9,0.75,0.15,0.8200000000000001
CD-REPLY-003,CreateDebate,reply,abortion,P0,0.0,0.0,0.0,0.7,0.9,0.07999999999999999
CD-REPLY-003,CreateDebate,reply,abortion,P1,0.0,0.0,0.0,0.9,0.9,0.1
CD-REPLY-003,CreateDebate,reply,abortion,P2,0.0,0.0,0.0,0.8,0.9,0.09000000000000001
CD-REPLY-004,CreateDebate,reply,abortion,P0,0.6,0.8,0.8,0.95,0.15,0.76
CD-REPLY-004,CreateDebate,reply,abortion,P1,0.6,0.8,0.75,0.95,0.35,0.73
CD-REPLY-004,CreateDebate,reply,abortion,P2,0.7,0.8,0.7,0.95,0.25,0.76
CD-REPLY-005,CreateDebate,reply,abortion,P0,0.95,0.85,0.95,1.0,0.05,0.9249999999999999
CD-REPLY-005,CreateDebate,reply,abortion,P1,0.9,0.9,0.9,0.95,0.05,0.91
CD-REPLY-005,CreateDebate,reply,abortion,P2,0.95,0.9,0.9,0.98,0.05,0.9279999999999999
CD-REPLY-006,CreateDebate,reply,abortion,P0,0.1,0.1,0.15,0.6,0.8,0.16999999999999998
CD-REPLY-006,CreateDebate,reply,abortion,P1,0.1,0.35,0.3,0.8,0.8,0.29500000000000004
CD-REPLY-006,CreateDebate,reply,abortion,P2,0.1,0.3,0.2,0.9,0.8,0.27
CD-REPLY-007,CreateDebate,reply,abortion,P0,0.3,0.4,0.4,0.3,0.55,0.36500000000000005
CD-REPLY-007,CreateDebate,reply,abortion,P1,0.05,0.1,0.1,0.2,0.6,0.125
CD-REPLY-007,CreateDebate,reply,abortion,P2,0.4,0.4,0.6,0.3,0.5,0.44
CD-REPLY-008,CreateDebate,reply,abortion,P0,0.5,0.1,0.55,0.15,0.55,0.35000000000000003
CD-REPLY-008,CreateDebate,reply,abortion,P1,0.5,0.1,0.7,0.2,0.05,0.43499999999999994
CD-REPLY-008,CreateDebate,reply,abortion,P2,0.6,0.1,0.6,0.2,0.1,0.44
CD-REPLY-009,CreateDebate,reply,abortion,P0,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
CD-REPLY-009,CreateDebate,reply,abortion,P1,0.95,0.85,0.95,0.95,0.05,0.9199999999999999
CD-REPLY-009,CreateDebate,reply,abortion,P2,0.9,0.8,0.9,0.95,0.05,0.88
CD-REPLY-010,CreateDebate,reply,abortion,P0,0.6,0.35,0.5,0.75,0.25,0.535
CD-REPLY-010,CreateDebate,reply,abortion,P1,0.75,0.2,0.75,0.85,0.05,0.615
CD-REPLY-010,CreateDebate,reply,abortion,P2,0.7,0.4,0.6,0.9,0.1,0.6299999999999999
CD-REPLY-011,CreateDebate,reply,abortion,P0,0.7,0.55,0.6,0.85,0.35,0.645
CD-REPLY-011,CreateDebate,reply,abortion,P1,0.6,0.5,0.6,0.9,0.3,0.6099999999999999
CD-REPLY-011,CreateDebate,reply,abortion,P2,0.6,0.6,0.4,0.9,0.2,0.6100000000000001
CD-REPLY-012,CreateDebate,reply,abortion,P0,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
CD-REPLY-012,CreateDebate,reply,abortion,P1,0.9,0.85,0.9,0.9,0.05,0.89
CD-REPLY-012,CreateDebate,reply,abortion,P2,0.9,0.8,0.9,0.95,0.05,0.88
CD-REPLY-013,CreateDebate,reply,abortion,P0,0.9,0.8,0.85,0.9,0.08,0.862
CD-REPLY-013,CreateDebate,reply,abortion,P1,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
CD-REPLY-013,CreateDebate,reply,abortion,P2,0.9,0.8,0.9,0.8,0.1,0.86
CD-REPLY-014,CreateDebate,reply,abortion,P0,0.65,0.45,0.85,0.5,0.2,0.6300000000000001
CD-REPLY-014,CreateDebate,reply,abortion,P1,0.7,0.3,0.85,0.5,0.2,0.6000000000000001
CD-REPLY-014,CreateDebate,reply,abortion,P2,0.5,0.2,0.7,0.3,0.1,0.47000000000000003
CD-REPLY-015,CreateDebate,reply,abortion,P0,0.95,0.85,0.9,0.95,0.05,0.91
CD-REPLY-015,CreateDebate,reply,abortion,P1,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
CD-REPLY-015,CreateDebate,reply,abortion,P2,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
CD-REPLY-016,CreateDebate,reply,abortion,P0,0.0,0.0,0.0,0.6,0.95,0.065
CD-REPLY-016,CreateDebate,reply,abortion,P1,0.05,0.05,0.05,0.8,0.9,0.13000000000000003
CD-REPLY-016,CreateDebate,reply,abortion,P2,0.0,0.0,0.0,0.4,0.9,0.05
CD-REPLY-017,CreateDebate,reply,abortion,P0,0.7,0.2,0.7,0.8,0.15,0.5750000000000001
CD-REPLY-017,CreateDebate,reply,abortion,P1,0.75,0.4,0.7,0.8,0.05,0.6599999999999999
CD-REPLY-017,CreateDebate,reply,abortion,P2,0.8,0.5,0.7,0.8,0.05,0.7050000000000001
CD-REPLY-018,CreateDebate,reply,abortion,P0,0.65,0.4,0.65,0.9,0.35,0.6000000000000001
CD-REPLY-018,CreateDebate,reply,abortion,P1,0.55,0.35,0.6,0.85,0.7,0.505
CD-REPLY-018,CreateDebate,reply,abortion,P2,0.6,0.2,0.6,0.8,0.7,0.47000000000000003
CD-REPLY-019,CreateDebate,reply,abortion,P0,0.6,0.6,0.75,0.85,0.25,0.6699999999999999
CD-REPLY-019,CreateDebate,reply,abortion,P1,0.6,0.7,0.7,0.9,0.3,0.69
CD-REPLY-019,CreateDebate,reply,abortion,P2,0.8,0.7,0.85,0.9,0.2,0.79
CD-REPLY-020,CreateDebate,reply,abortion,P0,0.45,0.3,0.1,0.9,0.2,0.41500000000000004
CD-REPLY-020,CreateDebate,reply,abortion,P1,0.45,0.25,0.1,0.95,0.15,0.4100000000000001
CD-REPLY-020,CreateDebate,reply,abortion,P2,0.5,0.1,0.0,0.6,0.3,0.31
CD-REPLY-021,CreateDebate,reply,abortion,P0,0.75,0.6,0.8,0.9,0.15,0.7399999999999999
CD-REPLY-021,CreateDebate,reply,abortion,P1,0.8,0.7,0.8,0.9,0.05,0.7949999999999999
CD-REPLY-021,CreateDebate,reply,abortion,P2,0.8,0.5,0.8,0.9,0.05,0.735
CD-REPLY-022,CreateDebate,reply,abortion,P0,0.85,0.5,0.85,0.9,0.1,0.755
CD-REPLY-022,CreateDebate,reply,abortion,P1,0.9,0.75,0.85,0.9,0.1,0.845
CD-REPLY-022,CreateDebate,reply,abortion,P2,0.9,0.6,0.9,0.9,0.2,0.8
CD-REPLY-023,CreateDebate,reply,abortion,P0,0.55,0.4,0.5,0.7,0.18,0.537
CD-REPLY-023,CreateDebate,reply,abortion,P1,0.4,0.8,0.3,0.8,0.1,0.59
CD-REPLY-023,CreateDebate,reply,abortion,P2,0.6,0.7,0.5,0.8,0.05,0.665
CD-REPLY-024,CreateDebate,reply,abortion,P0,0.6,0.25,0.6,0.6,0.15,0.52
CD-REPLY-024,CreateDebate,reply,abortion,P1,0.7,0.3,0.7,0.5,0.05,0.585
CD-REPLY-024,CreateDebate,reply,abortion,P2,0.7,0.2,0.7,0.5,0.1,0.55
CD-REPLY-025,CreateDebate,reply,abortion,P0,0.72,0.8,0.82,0.9,0.18,0.792
CD-REPLY-025,CreateDebate,reply,abortion,P1,0.85,0.9,0.85,0.95,0.1,0.88
CD-REPLY-025,CreateDebate,reply,abortion,P2,0.85,0.9,0.8,0.95,0.1,0.87
CD-REPLY-026,CreateDebate,reply,abortion,P0,0.65,0.25,0.8,0.7,0.3,0.57
CD-REPLY-026,CreateDebate,reply,abortion,P1,0.7,0.4,0.8,0.6,0.3,0.62
CD-REPLY-026,CreateDebate,reply,abortion,P2,0.75,0.3,0.85,0.4,0.4,0.585
CD-REPLY-027,CreateDebate,reply,abortion,P0,0.85,0.6,0.9,0.95,0.05,0.8049999999999999
CD-REPLY-027,CreateDebate,reply,abortion,P1,0.85,0.7,0.8,0.95,0.05,0.815
CD-REPLY-027,CreateDebate,reply,abortion,P2,0.9,0.6,0.8,0.9,0.1,0.79
CD-REPLY-028,CreateDebate,reply,abortion,P0,0.95,0.42,0.9,0.9,0.05,0.7759999999999999
CD-REPLY-028,CreateDebate,reply,abortion,P1,0.9,0.75,0.9,0.85,0.05,0.855
CD-REPLY-028,CreateDebate,reply,abortion,P2,0.95,0.3,0.85,0.7,0.05,0.71
CD-REPLY-029,CreateDebate,reply,abortion,P0,0.6,0.3,0.7,0.8,0.25,0.5650000000000001
CD-REPLY-029,CreateDebate,reply,abortion,P1,0.7,0.6,0.7,0.85,0.2,0.6950000000000001
CD-REPLY-029,CreateDebate,reply,abortion,P2,0.7,0.4,0.7,0.6,0.35,0.595
CD-REPLY-030,CreateDebate,reply,abortion,P0,0.8,0.8,0.6,0.9,0.1,0.7799999999999999
CD-REPLY-030,CreateDebate,reply,abortion,P1,0.85,0.8,0.6,0.9,0.05,0.7999999999999999
CD-REPLY-030,CreateDebate,reply,abortion,P2,0.8,0.7,0.6,0.95,0.1,0.7549999999999999
CD-REPLY-031,CreateDebate,reply,abortion,P0,0.7,0.9,0.6,0.95,0.1,0.7849999999999999
CD-REPLY-031,CreateDebate,reply,abortion,P1,0.4,0.85,0.3,0.95,0.6,0.5700000000000001
CD-REPLY-031,CreateDebate,reply,abortion,P2,0.6,0.9,0.5,1.0,0.25,0.7250000000000001
CD-REPLY-032,CreateDebate,reply,abortion,P0,0.25,0.5,0.4,0.8,0.75,0.41000000000000003
CD-REPLY-032,CreateDebate,reply,abortion,P1,0.2,0.5,0.4,0.9,0.8,0.4000000000000001
CD-REPLY-032,CreateDebate,reply,abortion,P2,0.2,0.6,0.4,0.9,0.85,0.42500000000000004
CD-REPLY-033,CreateDebate,reply,abortion,P0,0.7,0.4,0.8,0.9,0.15,0.6649999999999999
CD-REPLY-033,CreateDebate,reply,abortion,P1,0.9,0.7,0.9,0.95,0.05,0.85
CD-REPLY-033,CreateDebate,reply,abortion,P2,0.9,0.8,0.9,0.9,0.1,0.87
CD-REPLY-034,CreateDebate,reply,abortion,P0,0.75,0.9,0.2,0.85,0.1,0.71
CD-REPLY-034,CreateDebate,reply,abortion,P1,0.8,0.9,0.35,0.9,0.1,0.7599999999999999
CD-REPLY-034,CreateDebate,reply,abortion,P2,0.7,0.9,0.4,0.8,0.2,0.7200000000000002
CD-REPLY-035,CreateDebate,reply,abortion,P0,0.6,0.15,0.65,0.9,0.55,0.49
CD-REPLY-035,CreateDebate,reply,abortion,P1,0.7,0.2,0.75,0.9,0.55,0.555
CD-REPLY-035,CreateDebate,reply,abortion,P2,0.5,0.1,0.5,0.9,0.7,0.4000000000000001
CD-REPLY-036,CreateDebate,reply,abortion,P0,0.85,0.75,0.7,0.55,0.08,0.767
CD-REPLY-036,CreateDebate,reply,abortion,P1,0.9,0.9,0.85,0.45,0.05,0.8500000000000001
CD-REPLY-036,CreateDebate,reply,abortion,P2,0.9,0.9,0.8,0.5,0.1,0.8400000000000001
CD-REPLY-037,CreateDebate,reply,abortion,P0,0.02,0.0,0.0,0.65,0.95,0.07600000000000001
CD-REPLY-037,CreateDebate,reply,abortion,P1,0.0,0.0,0.0,0.75,0.95,0.08000000000000002
CD-REPLY-037,CreateDebate,reply,abortion,P2,0.0,0.0,0.0,0.8,0.9,0.09000000000000001
CD-REPLY-038,CreateDebate,reply,abortion,P0,0.95,0.85,0.9,0.9,0.05,0.905
CD-REPLY-038,CreateDebate,reply,abortion,P1,0.95,0.9,0.95,0.95,0.05,0.9349999999999998
CD-REPLY-038,CreateDebate,reply,abortion,P2,0.9,0.9,0.9,0.9,0.1,0.9
CD-REPLY-039,CreateDebate,reply,abortion,P0,0.85,0.9,0.9,0.9,0.08,0.887
CD-REPLY-039,CreateDebate,reply,abortion,P1,0.9,0.95,0.9,0.95,0.1,0.9199999999999999
CD-REPLY-039,CreateDebate,reply,abortion,P2,0.9,0.9,0.9,0.9,0.1,0.9
CD-REPLY-040,CreateDebate,reply,gayRights,P0,0.9,0.85,0.9,0.9,0.05,0.89
CD-REPLY-040,CreateDebate,reply,gayRights,P1,0.95,0.9,0.9,0.95,0.05,0.9249999999999999
CD-REPLY-040,CreateDebate,reply,gayRights,P2,0.9,0.9,0.9,0.9,0.1,0.9
CD-REPLY-041,CreateDebate,reply,gayRights,P0,0.5,0.2,0.65,0.6,0.25,0.475
CD-REPLY-041,CreateDebate,reply,gayRights,P1,0.35,0.2,0.5,0.4,0.3,0.37500000000000006
CD-REPLY-041,CreateDebate,reply,gayRights,P2,0.1,0.1,0.4,0.4,0.4,0.24000000000000002
CD-REPLY-042,CreateDebate,reply,gayRights,P0,0.85,0.7,0.85,0.9,0.2,0.8049999999999999
CD-REPLY-042,CreateDebate,reply,gayRights,P1,0.9,0.75,0.9,0.85,0.25,0.835
CD-REPLY-042,CreateDebate,reply,gayRights,P2,0.9,0.7,0.9,0.9,0.2,0.8300000000000001
CD-REPLY-043,CreateDebate,reply,gayRights,P0,0.95,0.75,0.9,0.85,0.05,0.87
CD-REPLY-043,CreateDebate,reply,gayRights,P1,0.95,0.8,0.9,0.8,0.0,0.8849999999999999
CD-REPLY-043,CreateDebate,reply,gayRights,P2,0.95,0.8,0.9,0.9,0.05,0.8899999999999999
CD-REPLY-044,CreateDebate,reply,gayRights,P0,0.8,0.9,0.85,0.9,0.15,0.855
CD-REPLY-044,CreateDebate,reply,gayRights,P1,0.7,0.9,0.7,0.9,0.2,0.79
CD-REPLY-044,CreateDebate,reply,gayRights,P2,0.5,0.7,0.4,0.9,0.5,0.5800000000000001
CD-REPLY-045,CreateDebate,reply,gayRights,P0,0.8,0.55,0.7,0.9,0.15,0.72
CD-REPLY-045,CreateDebate,reply,gayRights,P1,0.6,0.7,0.5,0.9,0.1,0.6699999999999999
CD-REPLY-045,CreateDebate,reply,gayRights,P2,0.7,0.7,0.7,0.9,0.1,0.7399999999999999
CD-REPLY-046,CreateDebate,reply,gayRights,P0,0.95,0.85,0.9,0.9,0.05,0.905
CD-REPLY-046,CreateDebate,reply,gayRights,P1,0.95,0.8,0.9,0.9,0.0,0.8949999999999999
CD-REPLY-046,CreateDebate,reply,gayRights,P2,0.95,0.8,0.9,0.9,0.05,0.8899999999999999
CD-REPLY-047,CreateDebate,reply,gayRights,P0,0.9,0.8,0.8,0.9,0.1,0.85
CD-REPLY-047,CreateDebate,reply,gayRights,P1,0.9,0.9,0.8,0.9,0.1,0.88
CD-REPLY-047,CreateDebate,reply,gayRights,P2,0.9,0.8,0.9,0.9,0.1,0.87
CD-REPLY-048,CreateDebate,reply,gayRights,P0,0.6,0.7,0.7,0.9,0.15,0.705
CD-REPLY-048,CreateDebate,reply,gayRights,P1,0.4,0.8,0.6,0.9,0.05,0.6649999999999999
CD-REPLY-048,CreateDebate,reply,gayRights,P2,0.2,0.5,0.3,0.8,0.5,0.4
CD-REPLY-049,CreateDebate,reply,gayRights,P0,0.78,0.12,0.9,0.85,0.12,0.6229999999999999
CD-REPLY-049,CreateDebate,reply,gayRights,P1,0.8,0.4,0.9,0.9,0.1,0.72
CD-REPLY-049,CreateDebate,reply,gayRights,P2,0.6,0.1,0.8,0.7,0.0,0.54
CD-REPLY-050,CreateDebate,reply,gayRights,P0,0.75,0.25,0.82,0.72,0.15,0.6209999999999999
CD-REPLY-050,CreateDebate,reply,gayRights,P1,0.75,0.3,0.8,0.7,0.1,0.6349999999999999
CD-REPLY-050,CreateDebate,reply,gayRights,P2,0.8,0.3,0.8,0.8,0.1,0.66
CD-REPLY-051,CreateDebate,reply,gayRights,P0,1.0,0.9,0.45,0.95,0.05,0.85
CD-REPLY-051,CreateDebate,reply,gayRights,P1,0.95,0.65,0.5,0.85,0.0,0.7649999999999999
CD-REPLY-051,CreateDebate,reply,gayRights,P2,0.9,0.8,0.2,0.9,0.0,0.74
CD-REPLY-052,CreateDebate,reply,gayRights,P0,0.9,0.85,0.9,0.95,0.15,0.885
CD-REPLY-052,CreateDebate,reply,gayRights,P1,0.8,0.85,0.85,0.95,0.2,0.8400000000000001
CD-REPLY-052,CreateDebate,reply,gayRights,P2,0.9,0.9,0.9,0.95,0.3,0.885
CD-REPLY-053,CreateDebate,reply,gayRights,P0,0.72,0.9,0.82,0.92,0.08,0.834
CD-REPLY-053,CreateDebate,reply,gayRights,P1,0.7,0.9,0.75,0.9,0.2,0.8
CD-REPLY-053,CreateDebate,reply,gayRights,P2,0.7,0.9,0.8,0.9,0.05,0.825
CD-REPLY-054,CreateDebate,reply,gayRights,P0,0.95,1.0,0.92,1.0,0.05,0.964
CD-REPLY-054,CreateDebate,reply,gayRights,P1,0.85,0.95,0.8,0.95,0.05,0.89
CD-REPLY-054,CreateDebate,reply,gayRights,P2,0.9,0.95,0.8,0.95,0.05,0.9049999999999999
CD-REPLY-055,CreateDebate,reply,gayRights,P0,0.62,0.8,0.35,1.0,0.15,0.6809999999999999
CD-REPLY-055,CreateDebate,reply,gayRights,P1,0.45,0.55,0.2,0.9,0.3,0.5000000000000001
CD-REPLY-055,CreateDebate,reply,gayRights,P2,0.5,0.6,0.0,0.9,0.2,0.5
CD-REPLY-056,CreateDebate,reply,gayRights,P0,0.88,0.9,0.68,1.0,0.05,0.865
CD-REPLY-056,CreateDebate,reply,gayRights,P1,0.75,0.8,0.6,0.9,0.05,0.7699999999999999
CD-REPLY-056,CreateDebate,reply,gayRights,P2,0.8,0.9,0.4,0.9,0.0,0.78
CD-REPLY-057,CreateDebate,reply,gayRights,P0,0.68,0.72,0.8,1.0,0.05,0.775
CD-REPLY-057,CreateDebate,reply,gayRights,P1,0.8,0.6,0.8,0.9,0.1,0.76
CD-REPLY-057,CreateDebate,reply,gayRights,P2,0.8,0.7,0.7,0.9,0.1,0.7699999999999999
CD-REPLY-058,CreateDebate,reply,gayRights,P0,0.45,0.2,0.45,0.95,0.25,0.455
CD-REPLY-058,CreateDebate,reply,gayRights,P1,0.7,0.4,0.6,0.9,0.1,0.6299999999999999
CD-REPLY-058,CreateDebate,reply,gayRights,P2,0.5,0.4,0.5,0.8,0.1,0.54
CD-REPLY-059,CreateDebate,reply,gayRights,P0,0.12,0.0,0.08,0.85,0.68,0.169
CD-REPLY-059,CreateDebate,reply,gayRights,P1,0.4,0.0,0.0,0.9,0.3,0.28
CD-REPLY-059,CreateDebate,reply,gayRights,P2,0.2,0.0,0.0,0.7,0.1,0.22000000000000003
CD-REPLY-060,CreateDebate,reply,gayRights,P0,0.0,0.0,0.0,0.85,1.0,0.085
CD-REPLY-060,CreateDebate,reply,gayRights,P1,0.0,0.0,0.0,0.5,0.9,0.06
CD-REPLY-060,CreateDebate,reply,gayRights,P2,0.0,0.0,0.0,0.6,0.9,0.06999999999999999
CD-REPLY-061,CreateDebate,reply,gayRights,P0,0.28,0.35,0.3,0.9,0.55,0.384
CD-REPLY-061,CreateDebate,reply,gayRights,P1,0.5,0.5,0.7,0.9,0.1,0.6199999999999999
CD-REPLY-061,CreateDebate,reply,gayRights,P2,0.2,0.3,0.3,0.9,0.6,0.33999999999999997
CD-REPLY-062,CreateDebate,reply,gayRights,P0,0.42,0.55,0.75,0.45,0.22,0.5640000000000001
CD-REPLY-062,CreateDebate,reply,gayRights,P1,0.4,0.5,0.8,0.4,0.1,0.56
CD-REPLY-062,CreateDebate,reply,gayRights,P2,0.7,0.8,0.8,0.8,0.1,0.7799999999999999
CD-REPLY-063,CreateDebate,reply,gayRights,P0,0.95,0.85,0.85,1.0,0.02,0.908
CD-REPLY-063,CreateDebate,reply,gayRights,P1,0.9,0.9,0.8,0.9,0.0,0.89
CD-REPLY-063,CreateDebate,reply,gayRights,P2,0.9,0.8,0.8,0.9,0.1,0.85
CD-REPLY-064,CreateDebate,reply,gayRights,P0,0.55,0.9,0.1,0.9,0.25,0.6200000000000001
CD-REPLY-064,CreateDebate,reply,gayRights,P1,0.5,0.9,0.1,0.9,0.2,0.6100000000000001
